date,open,high,low,close
1991-01-22,2629.2,2645.1,2586.4,2603.2
1991-01-23,2603.2,2645.5,2584.7,2619.1
1991-01-24,2619.1,2667.3,2615.1,2643.1
1991-01-25,2643.1,2679.5,2623.3,2659.4
1991-01-28,2659.4,2688.6,2635.2,2654.5
1991-01-29,2654.5,2677.2,2627.2,2662.6
1991-01-30,2662.6,2726,2654.7,2713.1
1991-01-31,2713.1,2747.3,2691.6,2736.4
1991-02-01,2736.4,2764.6,2694.3,2730.7
1991-02-04,2730.7,2791.8,2714.9,2772.3
1991-02-05,2772.3,2805.2,2742.8,2788.4
1991-02-06,2788.4,2844.8,2760.2,2830.9
1991-02-07,2830.9,2875.5,2790.6,2810.6
1991-02-08,2810.6,2847.3,2787.1,2830.7
1991-02-11,2830.7,2910.6,2822.5,2902.2
1991-02-12,2902.2,2923,2848.3,2874.8
1991-02-13,2874.8,2918.3,2848.5,2909.2
1991-02-14,2909.2,2942.1,2852.5,2877.2
1991-02-15,2877.2,2947.3,2868.1,2934.7
1991-02-19,2934.7,2955.2,2895.3,2932.2
1991-02-20,2923.8,2923.8,2879.5,2899
1991-02-21,2899,2927.7,2871.3,2891.8
1991-02-22,2891.8,2945.8,2860.4,2889.4
1991-02-25,2889.4,2935.9,2865.4,2887.9
1991-02-26,2887.9,2895.3,2840.1,2864.6
1991-02-27,2864.6,2915.4,2839.9,2889.1
1991-02-28,2889.1,2923.5,2858.4,2882.2
1991-03-01,2882.2,2923.5,2846.8,2909.9
1991-03-04,2909.9,2950.7,2897,2914.1
1991-03-05,2914.1,2995.5,2913.9,2972.5
1991-03-06,2972.5,3017.8,2957.7,2973.3
1991-03-07,2973.3,2998.5,2948.5,2963.4
1991-03-08,2963.4,3003.5,2934.9,2955.2
1991-03-11,2955.2,2975.5,2923.3,2939.4
1991-03-12,2939.4,2962.1,2906.7,2922.5
1991-03-13,2922.5,2967.8,2910.9,2955.2
1991-03-14,2955.2,3000,2925.7,2952.2
1991-03-15,2952.2,2966.6,2918.8,2948.3
1991-03-18,2948.3,2960.6,2899.8,2930
1991-03-19,2908.2,2908.2,2840.8,2867.8
1991-03-20,2867.8,2897,2840.8,2872
1991-03-21,2872,2907.9,2841.6,2855.5
1991-03-22,2855.5,2880,2829.2,2858.9
1991-03-25,2858.9,2897.5,2837.9,2865.8
1991-03-26,2865.8,2924,2848,2914.9
1991-03-27,2914.9,2956.9,2886.1,2917.6
1991-03-28,2917.6,2942.1,2893.3,2913.9
1991-04-01,2913.9,2919.3,2868.3,2881.2
1991-04-02,2881.2,2952,2878.2,2945.1
1991-04-03,2945.1,2970.5,2915.8,2926.7
1991-04-04,2926.7,2959.4,2899.8,2924.5
1991-04-05,2924.5,2949.3,2877,2896.8
1991-04-08,2896.8,2929.2,2877.7,2918.6
